filename,status,set,number,fullName,imageField,sourceUrl,contentType
007 - 31 - Minnie Mouse - Storyteller.jpg,downloaded,7,31,Minnie Mouse - Storyteller,full,https://api.lorcana.ravensburger.com/images/en/set7/31_1a09cbeffdaba63c0f2b6cc99a22fdfef0c7a162.jpg,image/jpeg;charset=UTF-8
007 - 32 - Perla - Nimble Seamstress.jpg,downloaded,7,32,Perla - Nimble Seamstress,full,https://api.lorcana.ravensburger.com/images/en/set7/32_859b8459b15192774d217cecac56c5c66b45e3a4.jpg,image/jpeg;charset=UTF-8
007 - 33 - Snow White - Fairest in the Land.jpg,downloaded,7,33,Snow White - Fairest in the Land,full,https://api.lorcana.ravensburger.com/images/en/set7/33_51281d957234ee34ed064316fc7a56e5221bad13.jpg,image/jpeg;charset=UTF-8
007 - 34 - Koda - Smallish Bear.jpg,downloaded,7,34,Koda - Smallish Bear,full,https://api.lorcana.ravensburger.com/images/en/set7/34_4a0778c510ad8d827887cb4934d612c95b6fb761.jpg,image/jpeg;charset=UTF-8
007 - 35 - Mirabel Madrigal - Musically Talented.jpg,downloaded,7,35,Mirabel Madrigal - Musically Talented,full,https://api.lorcana.ravensburger.com/images/en/set7/35_34a5424adb060aa05b05282dcddbfea9b7319ea1.jpg,image/jpeg;charset=UTF-8
007 - 36 - Calhoun - Battle-Tested.jpg,downloaded,7,36,Calhoun - Battle-Tested,full,https://api.lorcana.ravensburger.com/images/en/set7/36_e268e2974760a3f13dc0f0e47f5cbfdb0e903caf.jpg,image/jpeg;charset=UTF-8
007 - 37 - Belle - Apprentice Inventor.jpg,downloaded,7,37,Belle - Apprentice Inventor,full,https://api.lorcana.ravensburger.com/images/en/promo3/37_529afcda1f34e739ac9e3d9706d732f232a0079b.jpg,image/jpeg;charset=UTF-8
007 - 37 - Pepa Madrigal - Sensitive Sister.jpg,downloaded,7,37,Pepa Madrigal - Sensitive Sister,full,https://api.lorcana.ravensburger.com/images/en/set7/37_329b5b409d02984ff3f8c89393172c1ee56e9efc.jpg,image/jpeg;charset=UTF-8
007 - 38 - Mulan - Disguised Soldier.jpg,downloaded,7,38,Mulan - Disguised Soldier,full,https://api.lorcana.ravensburger.com/images/en/promo3/38_6ecb0f1c83f2a12d7fbdc578b31fff2883a734e6.jpg,image/jpeg;charset=UTF-8
007 - 38 - So Much to Give.jpg,downloaded,7,38,So Much to Give,full,https://api.lorcana.ravensburger.com/images/en/set7/38_dc85e224df0638d48decb991f13e7cebfd607d61.jpg,image/jpeg;charset=UTF-8
007 - 39 - Restoring the Heart.jpg,downloaded,7,39,Restoring the Heart,full,https://api.lorcana.ravensburger.com/images/en/set7/39_e7455ec124413508c994b4fa8967ab03eaf86f0b.jpg,image/jpeg;charset=UTF-8
007 - 40 - The Family Madrigal.jpg,downloaded,7,40,The Family Madrigal,full,https://api.lorcana.ravensburger.com/images/en/set7/40_c9f1832f22fb995b2658ab6b6273b16e36796691.jpg,image/jpeg;charset=UTF-8
007 - 41 - Amber Coil.jpg,downloaded,7,41,Amber Coil,full,https://api.lorcana.ravensburger.com/images/en/set7/41_3b0a8a3d88c82b4126ef9f3d68932e1a46e44b53.jpg,image/jpeg;charset=UTF-8
007 - 42 - Spaghetti Dinner.jpg,downloaded,7,42,Spaghetti Dinner,full,https://api.lorcana.ravensburger.com/images/en/set7/42_21be6fb3dded68c1fd8d05b29512a152bd46873e.jpg,image/jpeg;charset=UTF-8
007 - 43 - Kanine Krunchies.jpg,downloaded,7,43,Kanine Krunchies,full,https://api.lorcana.ravensburger.com/images/en/set7/43_45aa02c2c83db191d8cb9e7bb0d67bd9445c878f.jpg,image/jpeg;charset=UTF-8
007 - 44 - The Glass Slipper.jpg,downloaded,7,44,The Glass Slipper,full,https://api.lorcana.ravensburger.com/images/en/set7/44_a03991f910e6352eba1df7a8f48e41461c154c0a.jpg,image/jpeg;charset=UTF-8
007 - 45 - Kuzco - Temporary Whale.jpg,downloaded,7,45,Kuzco - Temporary Whale,full,https://api.lorcana.ravensburger.com/images/en/set7/45_ebf572181f574f10e6ef8b29f7deabfac9b56061.jpg,image/jpeg;charset=UTF-8
007 - 46 - Tanana - Tribal Elder.jpg,downloaded,7,46,Tanana - Tribal Elder,full,https://api.lorcana.ravensburger.com/images/en/set7/46_cecd4311ee6d20ed5c8866af9287e8844e8f834f.jpg,image/jpeg;charset=UTF-8
007 - 47 - Treasure Guardian - Foreboding Sentry.jpg,downloaded,7,47,Treasure Guardian - Foreboding Sentry,full,https://api.lorcana.ravensburger.com/images/en/set7/47_cd97ef81d0cb8ce52586f3c708f3e7914d14ff12.jpg,image/jpeg;charset=UTF-8
007 - 48 - Honeymaren - Northuldra Guide.jpg,downloaded,7,48,Honeymaren - Northuldra Guide,full,https://api.lorcana.ravensburger.com/images/en/set7/48_e150aeab3a6f8c62d3c891e6f6bbdc2197bfeb5c.jpg,image/jpeg;charset=UTF-8
007 - 49 - Iago - Giant Spectral Parrot.jpg,downloaded,7,49,Iago - Giant Spectral Parrot,full,https://api.lorcana.ravensburger.com/images/en/set7/49_9310ea06ea4099d37ef08d1e6d5aad82b6b5442f.jpg,image/jpeg;charset=UTF-8
007 - 50 - Chernabog - Creature of the Night.jpg,downloaded,7,50,Chernabog - Creature of the Night,full,https://api.lorcana.ravensburger.com/images/en/set7/50_d7ea60f6095211e6eb7f253bca164e43db3b34c0.jpg,image/jpeg;charset=UTF-8
007 - 51 - Jafar - Newly Crowned.jpg,downloaded,7,51,Jafar - Newly Crowned,full,https://api.lorcana.ravensburger.com/images/en/set7/51_8d0063140b03da1f6d122567108789aa8a74938e.jpg,image/jpeg;charset=UTF-8
007 - 52 - Hades - Fast Talker.jpg,downloaded,7,52,Hades - Fast Talker,full,https://api.lorcana.ravensburger.com/images/en/set7/52_eeb166b59d56dadc46fe4784fbb289711240a075.jpg,image/jpeg;charset=UTF-8
007 - 53 - Madame Medusa - Diamond Lover.jpg,downloaded,7,53,Madame Medusa - Diamond Lover,full,https://api.lorcana.ravensburger.com/images/en/set7/53_f11049a958eeee1aa40d81d146beb6001374c433.jpg,image/jpeg;charset=UTF-8
007 - 54 - Te Kā - Elemental Terror.jpg,downloaded,7,54,Te Kā - Elemental Terror,full,https://api.lorcana.ravensburger.com/images/en/set7/54_44b8c25c4ff98a7e4ef439065d88341616ecf80f.jpg,image/jpeg;charset=UTF-8
007 - 55 - Elsa - Trusted Sister.jpg,downloaded,7,55,Elsa - Trusted Sister,full,https://api.lorcana.ravensburger.com/images/en/set7/55_d3a24d75c07b0d8f97fb4b74ba03f6e1bbe8cb07.jpg,image/jpeg;charset=UTF-8
007 - 56 - Madam Mim - Cheating Spellcaster.jpg,downloaded,7,56,Madam Mim - Cheating Spellcaster,full,https://api.lorcana.ravensburger.com/images/en/set7/56_5db0242957fb2420ab0feaecd201bc5b2d14f785.jpg,image/jpeg;charset=UTF-8
007 - 57 - Giant Cobra - Ghostly Serpent.jpg,downloaded,7,57,Giant Cobra - Ghostly Serpent,full,https://api.lorcana.ravensburger.com/images/en/set7/57_496d8ed300523b4c6e7aeaf41f2643109bbfe68c.jpg,image/jpeg;charset=UTF-8
007 - 58 - Te Kā - Lava Monster.jpg,downloaded,7,58,Te Kā - Lava Monster,full,https://api.lorcana.ravensburger.com/images/en/set7/58_e08ed61157485223baf60245931a1369934a7119.jpg,image/jpeg;charset=UTF-8
007 - 59 - Yzma - Transformed Kitten.jpg,downloaded,7,59,Yzma - Transformed Kitten,full,https://api.lorcana.ravensburger.com/images/en/set7/59_1dab414a08fbee4ac5af7093cc042720b2199580.jpg,image/jpeg;charset=UTF-8
007 - 60 - Bucky - Nutty Rascal.jpg,downloaded,7,60,Bucky - Nutty Rascal,full,https://api.lorcana.ravensburger.com/images/en/set7/60_9b9749a4041570ea68f15d80e3f0c76c1a96fc94.jpg,image/jpeg;charset=UTF-8
007 - 61 - Pain - Impudent Imp.jpg,downloaded,7,61,Pain - Impudent Imp,full,https://api.lorcana.ravensburger.com/images/en/set7/61_e82cff9511c8d14dad67a18c62371d7feff29c7a.jpg,image/jpeg;charset=UTF-8
007 - 62 - Rajah - Ghostly Tiger.jpg,downloaded,7,62,Rajah - Ghostly Tiger,full,https://api.lorcana.ravensburger.com/images/en/set7/62_4b86d55bd678952b7edfe64ecccd9a33e3e398b2.jpg,image/jpeg;charset=UTF-8
007 - 63 - Kronk - Laid Back.jpg,downloaded,7,63,Kronk - Laid Back,full,https://api.lorcana.ravensburger.com/images/en/set7/63_9fd498c7e2f2ee3275f63fbf9905b8f30de1cc64.jpg,image/jpeg;charset=UTF-8
007 - 64 - Mother Gothel - Vain Sorceress.jpg,downloaded,7,64,Mother Gothel - Vain Sorceress,full,https://api.lorcana.ravensburger.com/images/en/set7/64_1cdde0f15fba50c6b93e6c7d6de8cefd0e924b50.jpg,image/jpeg;charset=UTF-8
007 - 65 - Sven - Keen-Eyed Reindeer.jpg,downloaded,7,65,Sven - Keen-Eyed Reindeer,full,https://api.lorcana.ravensburger.com/images/en/set7/65_8b4e2116ca115c2788ac68ad0959c5d6d474a009.jpg,image/jpeg;charset=UTF-8
007 - 66 - Diablo - Spiteful Raven.jpg,downloaded,7,66,Diablo - Spiteful Raven,full,https://api.lorcana.ravensburger.com/images/en/set7/66_c0cf2c77774bb218d2aa12afd153c1b0c60e80f2.jpg,image/jpeg;charset=UTF-8
007 - 67 - Merlin - Clever Clairvoyant.jpg,downloaded,7,67,Merlin - Clever Clairvoyant,full,https://api.lorcana.ravensburger.com/images/en/set7/67_2ff14aa1dacbad6e25d454f197315ee9029e7701.jpg,image/jpeg;charset=UTF-8
007 - 68 - Yzma - Above It All.jpg,downloaded,7,68,Yzma - Above It All,full,https://api.lorcana.ravensburger.com/images/en/set7/68_e63d07afef43c18a354824da04ff9b46fe5d1fed.jpg,image/jpeg;charset=UTF-8
007 - 69 - Elsa - Ice Maker.jpg,downloaded,7,69,Elsa - Ice Maker,full,https://api.lorcana.ravensburger.com/images/en/set7/69_da878569faef159d2ceb17b01c10cc41dbcbd3e8.jpg,image/jpeg;charset=UTF-8
007 - 70 - Kenai - Magical Bear.jpg,downloaded,7,70,Kenai - Magical Bear,full,https://api.lorcana.ravensburger.com/images/en/set7/70_91202027305e5b5c2649772917333b1d0f66fabd.jpg,image/jpeg;charset=UTF-8
007 - 71 - Kuzco - Panicked Llama.jpg,downloaded,7,71,Kuzco - Panicked Llama,full,https://api.lorcana.ravensburger.com/images/en/set7/71_b75c771b40c84f24796e2082941f043c384ed92e.jpg,image/jpeg;charset=UTF-8
007 - 72 - Anna - Ice Breaker.jpg,downloaded,7,72,Anna - Ice Breaker,full,https://api.lorcana.ravensburger.com/images/en/set7/72_3a50dbf3ca0c054c6e6584dc7c466f4cb8538fc3.jpg,image/jpeg;charset=UTF-8
007 - 73 - Donald Duck - Flustered Sorcerer.jpg,downloaded,7,73,Donald Duck - Flustered Sorcerer,full,https://api.lorcana.ravensburger.com/images/en/set7/73_c10e5d3623df06c1729c4f155c008b79daf29c98.jpg,image/jpeg;charset=UTF-8
007 - 74 - The Queen - Jealous Beauty.jpg,downloaded,7,74,The Queen - Jealous Beauty,full,https://api.lorcana.ravensburger.com/images/en/set7/74_c75ea5cc49e416f7fcb65a8ca991a77c78871fb0.jpg,image/jpeg;charset=UTF-8
007 - 75 - Panic - High-Strung Imp.jpg,downloaded,7,75,Panic - High-Strung Imp,full,https://api.lorcana.ravensburger.com/images/en/set7/75_59bd4c0d357a20ff752957072f9466023fe9bb07.jpg,image/jpeg;charset=UTF-8
007 - 76 - Archimedes - Exceptional Owl.jpg,downloaded,7,76,Archimedes - Exceptional Owl,full,https://api.lorcana.ravensburger.com/images/en/set7/76_d8de52733a8054a9f1829b6eebbbfbb3437a031a.jpg,image/jpeg;charset=UTF-8
007 - 77 - Kashekim - Ancient Ruler.jpg,downloaded,7,77,Kashekim - Ancient Ruler,full,https://api.lorcana.ravensburger.com/images/en/set7/77_d25005b71288b680117aaae6405bc5ae87f0588b.jpg,image/jpeg;charset=UTF-8
007 - 78 - Dolores Madrigal - Within Earshot.jpg,downloaded,7,78,Dolores Madrigal - Within Earshot,full,https://api.lorcana.ravensburger.com/images/en/set7/78_62cb693128c1cb33aa6cd4115e0e1162da0af0f7.jpg,image/jpeg;charset=UTF-8
007 - 79 - Mufasa - Among the Stars.jpg,downloaded,7,79,Mufasa - Among the Stars,full,https://api.lorcana.ravensburger.com/images/en/set7/79_11c6120fb2658922dd55c2a053c611a3cd46d1a4.jpg,image/jpeg;charset=UTF-8
007 - 80 - Magical Maneuvers.jpg,downloaded,7,80,Magical Maneuvers,full,https://api.lorcana.ravensburger.com/images/en/set7/80_d73191279f459d983974f9417d3341108a6f53f1.jpg,image/jpeg;charset=UTF-8
007 - 81 - This Is My Family.jpg,downloaded,7,81,This Is My Family,full,https://api.lorcana.ravensburger.com/images/en/set7/81_8958b2de2c76ec2182f5309b9d30c61300671736.jpg,image/jpeg;charset=UTF-8
007 - 82 - Show Me More!.jpg,downloaded,7,82,Show Me More!,full,https://api.lorcana.ravensburger.com/images/en/set7/82_39faedc4a68152329470cf7e8f25702aec5863bb.jpg,image/jpeg;charset=UTF-8
007 - 83 - Restoring the Crown.jpg,downloaded,7,83,Restoring the Crown,full,https://api.lorcana.ravensburger.com/images/en/set7/83_3240c82bbcaf2d29d6fdd46cb66bdba5b8997350.jpg,image/jpeg;charset=UTF-8
007 - 84 - Amethyst Coil.jpg,downloaded,7,84,Amethyst Coil,full,https://api.lorcana.ravensburger.com/images/en/set7/84_af91a0262b0ac90dcffdfc3ec5c5328615991561.jpg,image/jpeg;charset=UTF-8
007 - 85 - Drizella - Spoiled Stepsister.jpg,downloaded,7,85,Drizella - Spoiled Stepsister,full,https://api.lorcana.ravensburger.com/images/en/set7/85_dad14e27d89471d36dd1b016bb7a3c889c879f32.jpg,image/jpeg;charset=UTF-8
007 - 86 - Grewnge - Cannon Expert.jpg,downloaded,7,86,Grewnge - Cannon Expert,full,https://api.lorcana.ravensburger.com/images/en/set7/86_94a78da5e1cbabab63f42ebb9b8e489988795ec9.jpg,image/jpeg;charset=UTF-8
007 - 87 - Baymax - Low Battery.jpg,downloaded,7,87,Baymax - Low Battery,full,https://api.lorcana.ravensburger.com/images/en/set7/87_53b1083377cd64492193c77ac2f2d9a50084c34d.jpg,image/jpeg;charset=UTF-8
007 - 88 - Thomas O'Malley - Feline Charmer.jpg,downloaded,7,88,Thomas O'Malley - Feline Charmer,full,https://api.lorcana.ravensburger.com/images/en/set7/88_848ad6048110bd8851920bc86607bb183998fd77.jpg,image/jpeg;charset=UTF-8
007 - 89 - Pete - Pirate Scoundrel.jpg,downloaded,7,89,Pete - Pirate Scoundrel,full,https://api.lorcana.ravensburger.com/images/en/set7/89_931e95f32bd80c0a7a7e21ad84df333aa31b8d92.jpg,image/jpeg;charset=UTF-8
007 - 90 - Hiro Hamada - Future Champion.jpg,downloaded,7,90,Hiro Hamada - Future Champion,full,https://api.lorcana.ravensburger.com/images/en/set7/90_d42b95881599b63848726181398e9bc57e264c8f.jpg,image/jpeg;charset=UTF-8
007 - 91 - Cheshire Cat - Perplexing Feline.jpg,downloaded,7,91,Cheshire Cat - Perplexing Feline,full,https://api.lorcana.ravensburger.com/images/en/set7/91_600b64ac92a63bdd54ad0e0800e99954b8e28530.jpg,image/jpeg;charset=UTF-8
007 - 92 - Shere Khan - Infamous Tiger.jpg,downloaded,7,92,Shere Khan - Infamous Tiger,full,https://api.lorcana.ravensburger.com/images/en/set7/92_7f367c0aad362c9653b994d17709e31882d11593.jpg,image/jpeg;charset=UTF-8
007 - 93 - Basil - Secret Informer.jpg,downloaded,7,93,Basil - Secret Informer,full,https://api.lorcana.ravensburger.com/images/en/set7/93_26ee27560e7becbe88a27995a5b48c7c3f7fb759.jpg,image/jpeg;charset=UTF-8
007 - 94 - Mad Hatter - Unruly Eccentric.jpg,downloaded,7,94,Mad Hatter - Unruly Eccentric,full,https://api.lorcana.ravensburger.com/images/en/set7/94_dd8abb742e6823d62bf3a5291d2836aacf582961.jpg,image/jpeg;charset=UTF-8
007 - 95 - Queen of Hearts - Unpredictable Bully.jpg,downloaded,7,95,Queen of Hearts - Unpredictable Bully,full,https://api.lorcana.ravensburger.com/images/en/set7/95_fca37a99c92b639cd9ee08e9ca4c4d4204d660d6.jpg,image/jpeg;charset=UTF-8
007 - 96 - Hiro Hamada - Armor Designer.jpg,downloaded,7,96,Hiro Hamada - Armor Designer,full,https://api.lorcana.ravensburger.com/images/en/set7/96_20c10e312579dfaaa459271cfeefc21058276687.jpg,image/jpeg;charset=UTF-8
007 - 97 - Yokai - Intellectual Schemer.jpg,downloaded,7,97,Yokai - Intellectual Schemer,full,https://api.lorcana.ravensburger.com/images/en/set7/97_6b7b5ebb530c33c54ccd3b58316390c2de25acd2.jpg,image/jpeg;charset=UTF-8
007 - 98 - Donald Duck - Lively Pirate.jpg,downloaded,7,98,Donald Duck - Lively Pirate,full,https://api.lorcana.ravensburger.com/images/en/set7/98_b3121447453546699455af1300c7531e7b6cef8a.jpg,image/jpeg;charset=UTF-8
007 - 99 - Berlioz - Mischievous Kitten.jpg,downloaded,7,99,Berlioz - Mischievous Kitten,full,https://api.lorcana.ravensburger.com/images/en/set7/99_76679080c4c37ae97068aae80c32019be5dfce8d.jpg,image/jpeg;charset=UTF-8
007 - 100 - Lady - Elegant Spaniel.jpg,downloaded,7,100,Lady - Elegant Spaniel,full,https://api.lorcana.ravensburger.com/images/en/set7/100_fbc269f6ed9d92a428e6863cf93a331bf5e84320.jpg,image/jpeg;charset=UTF-8
007 - 101 - Yzma - Exasperated Schemer.jpg,downloaded,7,101,Yzma - Exasperated Schemer,full,https://api.lorcana.ravensburger.com/images/en/set7/101_4ffe1aaf928022df495917dc2a9d0ce6ead57b94.jpg,image/jpeg;charset=UTF-8
007 - 102 - Pacha - Trekmate.jpg,downloaded,7,102,Pacha - Trekmate,full,https://api.lorcana.ravensburger.com/images/en/set7/102_a58311062b7b9135e5ddf8337d6d310cbfc92b54.jpg,image/jpeg;charset=UTF-8
007 - 103 - Tweedledee & Tweedledum - Strange Storytellers.jpg,downloaded,7,103,Tweedledee & Tweedledum - Strange Storytellers,full,https://api.lorcana.ravensburger.com/images/en/set7/103_0e528ca40a593866c2b246926bb6a79a8bf5f5d9.jpg,image/jpeg;charset=UTF-8
007 - 104 - Baymax - Giant Robot.jpg,downloaded,7,104,Baymax - Giant Robot,full,https://api.lorcana.ravensburger.com/images/en/set7/104_f8b2a44dc47c948971321993bf4b423d66a9bb5a.jpg,image/jpeg;charset=UTF-8
007 - 105 - Gizmoduck - Suited Up.jpg,downloaded,7,105,Gizmoduck - Suited Up,full,https://api.lorcana.ravensburger.com/images/en/set7/105_d68e4aafb80e9601fd2092611f17f9dff991fbb7.jpg,image/jpeg;charset=UTF-8
007 - 106 - Fidget - Sneaky Bat.jpg,downloaded,7,106,Fidget - Sneaky Bat,full,https://api.lorcana.ravensburger.com/images/en/set7/106_566d60f2afcfcf1ec1cc8d4f05420367ec7c4da4.jpg,image/jpeg;charset=UTF-8
007 - 107 - Mr. Smee - Efficient Captain.jpg,downloaded,7,107,Mr. Smee - Efficient Captain,full,https://api.lorcana.ravensburger.com/images/en/set7/107_a68134179e1b7e01f811ac798cff39fd1c0514a9.jpg,image/jpeg;charset=UTF-8
007 - 108 - Daisy Duck - Multitalented Pirate.jpg,downloaded,7,108,Daisy Duck - Multitalented Pirate,full,https://api.lorcana.ravensburger.com/images/en/set7/108_076a421ee82e403f98d7c873bea1093fabeb50bb.jpg,image/jpeg;charset=UTF-8
007 - 109 - John Silver - Vengeful Pirate.jpg,downloaded,7,109,John Silver - Vengeful Pirate,full,https://api.lorcana.ravensburger.com/images/en/set7/109_deb7bd8364b2621f4bb95bf6435e4f113af931c2.jpg,image/jpeg;charset=UTF-8
007 - 110 - Tramp - Enterprising Dog.jpg,downloaded,7,110,Tramp - Enterprising Dog,full,https://api.lorcana.ravensburger.com/images/en/set7/110_004d69a7c08bacb8060eb2abff7722a149601be5.jpg,image/jpeg;charset=UTF-8
007 - 111 - King of Hearts - Picky Ruler.jpg,downloaded,7,111,King of Hearts - Picky Ruler,full,https://api.lorcana.ravensburger.com/images/en/set7/111_a3dfa9eb9fe855c6292a1bf60d17d2ddae10e5c7.jpg,image/jpeg;charset=UTF-8
007 - 112 - Duchess - Elegant Feline.jpg,downloaded,7,112,Duchess - Elegant Feline,full,https://api.lorcana.ravensburger.com/images/en/set7/112_e70c090946e30a789124113a6e97c84e393b1d3c.jpg,image/jpeg;charset=UTF-8
007 - 113 - Anastasia - Bossy Stepsister.jpg,downloaded,7,113,Anastasia - Bossy Stepsister,full,https://api.lorcana.ravensburger.com/images/en/set7/113_23312c53cfdf504889d584ba9cfd03195c660ebc.jpg,image/jpeg;charset=UTF-8
007 - 114 - Pete - Space Pirate.jpg,downloaded,7,114,Pete - Space Pirate,full,https://api.lorcana.ravensburger.com/images/en/set7/114_dfd60a5218a0132753aaa78898ee8531cab0b758.jpg,image/jpeg;charset=UTF-8
007 - 115 - Lady Tremaine - Bitterly Jealous.jpg,downloaded,7,115,Lady Tremaine - Bitterly Jealous,full,https://api.lorcana.ravensburger.com/images/en/set7/115_e0305a6fb0bf7249bd7f75c3ae8357a5ec9e9fd1.jpg,image/jpeg;charset=UTF-8
"007 - 116 - Wake Up, Alice!.jpg",downloaded,7,116,"Wake Up, Alice!",full,https://api.lorcana.ravensburger.com/images/en/set7/116_8f4537ab686a2cf6b9259808ea3b7424ef5bd2c6.jpg,image/jpeg;charset=UTF-8
007 - 117 - He's a Tramp.jpg,downloaded,7,117,He's a Tramp,full,https://api.lorcana.ravensburger.com/images/en/set7/117_193134a77ff729c71888c5f7dc8879d2c7a3493b.jpg,image/jpeg;charset=UTF-8
007 - 118 - The Return of Hercules.jpg,downloaded,7,118,The Return of Hercules,full,https://api.lorcana.ravensburger.com/images/en/set7/118_4f6bbf170cb556419ed7f44e0d302ca4762b29f4.jpg,image/jpeg;charset=UTF-8
007 - 119 - Ink Geyser.jpg,downloaded,7,119,Ink Geyser,full,https://api.lorcana.ravensburger.com/images/en/set7/119_3082550e8820dc53f7efa1af24bcfe2182e35cbb.jpg,image/jpeg;charset=UTF-8
007 - 120 - Emerald Coil.jpg,downloaded,7,120,Emerald Coil,full,https://api.lorcana.ravensburger.com/images/en/set7/120_c6a862e89fc5070a87be68f86482c474f27774d1.jpg,image/jpeg;charset=UTF-8
007 - 121 - Grandmother Fa - Spirited Elder.jpg,downloaded,7,121,Grandmother Fa - Spirited Elder,full,https://api.lorcana.ravensburger.com/images/en/set7/121_4b9e106361649b6e570ba4671ac1150d0d7b89c5.jpg,image/jpeg;charset=UTF-8
007 - 122 - Queen of Hearts - Losing Her Temper.jpg,downloaded,7,122,Queen of Hearts - Losing Her Temper,full,https://api.lorcana.ravensburger.com/images/en/set7/122_b550809215d20f8412ef72dcf9422f485565411c.jpg,image/jpeg;charset=UTF-8
007 - 123 - The Matchmaker - Unforgiving Expert.jpg,downloaded,7,123,The Matchmaker - Unforgiving Expert,full,https://api.lorcana.ravensburger.com/images/en/set7/123_571211d61b4a7a71fba852550eae6f67140c99db.jpg,image/jpeg;charset=UTF-8
007 - 124 - Denahi - Impatient Hunter.jpg,downloaded,7,124,Denahi - Impatient Hunter,full,https://api.lorcana.ravensburger.com/images/en/set7/124_9912860bcb1dbc10532f631cb87a65cc04f68dd1.jpg,image/jpeg;charset=UTF-8
007 - 125 - Stabbington Brother - Without a Patch.jpg,downloaded,7,125,Stabbington Brother - Without a Patch,full,https://api.lorcana.ravensburger.com/images/en/set7/125_f2d038a6ed1d66c4dd3b2a7188e2f2ad992b0fe1.jpg,image/jpeg;charset=UTF-8
007 - 126 - Belle - Mechanic Extraordinaire.jpg,downloaded,7,126,Belle - Mechanic Extraordinaire,full,https://api.lorcana.ravensburger.com/images/en/set7/126_d4339341b8598b5594457f4e41e1b959bb36da9b.jpg,image/jpeg;charset=UTF-8
007 - 127 - Cy-Bug - Invasive Enemy.jpg,downloaded,7,127,Cy-Bug - Invasive Enemy,full,https://api.lorcana.ravensburger.com/images/en/set7/127_7cb49f09c0c4ea4fc508289a47a869dacf0a4c5d.jpg,image/jpeg;charset=UTF-8
007 - 128 - Stabbington Brother - With a Patch.jpg,downloaded,7,128,Stabbington Brother - With a Patch,full,https://api.lorcana.ravensburger.com/images/en/set7/128_df38edc6039a544236151e62f31d33bb67af9a81.jpg,image/jpeg;charset=UTF-8
007 - 129 - Card Soldiers - Royal Troops.jpg,downloaded,7,129,Card Soldiers - Royal Troops,full,https://api.lorcana.ravensburger.com/images/en/set7/129_a41a0eadeeccd752181ba1eacbd8e326eac11e4f.jpg,image/jpeg;charset=UTF-8
007 - 130 - Cogsworth - Climbing Clock.jpg,downloaded,7,130,Cogsworth - Climbing Clock,full,https://api.lorcana.ravensburger.com/images/en/set7/130_223b9fd7c80be03cd12eb24775a5691e4a395159.jpg,image/jpeg;charset=UTF-8
007 - 131 - Toby - Dogged Companion.jpg,downloaded,7,131,Toby - Dogged Companion,full,https://api.lorcana.ravensburger.com/images/en/set7/131_0b014f1e203fb84b8263efc50805227b2abcbb65.jpg,image/jpeg;charset=UTF-8
007 - 132 - Beagle Boys - Small-Time Crooks.jpg,downloaded,7,132,Beagle Boys - Small-Time Crooks,full,https://api.lorcana.ravensburger.com/images/en/set7/132_e4e4f7d31b885c85b745e33eb40ae4671db2edc6.jpg,image/jpeg;charset=UTF-8
007 - 133 - Li Shang - Newly Promoted.jpg,downloaded,7,133,Li Shang - Newly Promoted,full,https://api.lorcana.ravensburger.com/images/en/set7/133_6e29d55424455a0f7d26b77c6c705913c51c157b.jpg,image/jpeg;charset=UTF-8
007 - 134 - Moana - Island Explorer.jpg,downloaded,7,134,Moana - Island Explorer,full,https://api.lorcana.ravensburger.com/images/en/set7/134_61e70c20765fc5c5a4fad998a50fd7989496c87f.jpg,image/jpeg;charset=UTF-8
007 - 135 - The Phantom Blot - Shadowy Figure.jpg,downloaded,7,135,The Phantom Blot - Shadowy Figure,full,https://api.lorcana.ravensburger.com/images/en/set7/135_114ac6eafde830ef2cac468ddb4e3c8e20fffd0f.jpg,image/jpeg;charset=UTF-8
007 - 136 - Beast - Frustrated Designer.jpg,downloaded,7,136,Beast - Frustrated Designer,full,https://api.lorcana.ravensburger.com/images/en/set7/136_ca61abe36e1b3eef90bc96502d3f23f995ad21e6.jpg,image/jpeg;charset=UTF-8
007 - 137 - Mushu - Majestic Dragon.jpg,downloaded,7,137,Mushu - Majestic Dragon,full,https://api.lorcana.ravensburger.com/images/en/set7/137_8f8c7476c659b2e3cd5763cb7f4876f10e313a6b.jpg,image/jpeg;charset=UTF-8
007 - 138 - Maurice - Unconventional Inventor.jpg,downloaded,7,138,Maurice - Unconventional Inventor,full,https://api.lorcana.ravensburger.com/images/en/set7/138_e2e9c96413dbc43bc3ef6bd3997c9c3252e7daf7.jpg,image/jpeg;charset=UTF-8
007 - 139 - Goofy - Extreme Athlete.jpg,downloaded,7,139,Goofy - Extreme Athlete,full,https://api.lorcana.ravensburger.com/images/en/set7/139_56f52ac910b32e8de793e568de4a889bfc9b55da.jpg,image/jpeg;charset=UTF-8
007 - 140 - Lyle Tiberius Rourke - Crystallized Mercenary.jpg,downloaded,7,140,Lyle Tiberius Rourke - Crystallized Mercenary,full,https://api.lorcana.ravensburger.com/images/en/set7/140_59d6579380aaadb3ca99821b6b53f49c3d5f572e.jpg,image/jpeg;charset=UTF-8
007 - 141 - Mulan - Imperial General.jpg,downloaded,7,141,Mulan - Imperial General,full,https://api.lorcana.ravensburger.com/images/en/set7/141_63b9c50634f49bf46b9d8ba5880708e1039724a9.jpg,image/jpeg;charset=UTF-8
