filename,status,set,number,fullName,imageField,sourceUrl,contentType
003 - 171 - Chief Tui - Proud of Motunui.jpg,downloaded,3,171,Chief Tui - Proud of Motunui,full,https://api.lorcana.ravensburger.com/images/en/set3/171_5efeff981fb482a1aeac5d28b6c1b89e43febdb9.jpg,image/jpeg;charset=UTF-8
003 - 172 - Eeyore - Overstuffed Donkey.jpg,downloaded,3,172,Eeyore - Overstuffed Donkey,full,https://api.lorcana.ravensburger.com/images/en/set3/172_f05432f3d736bd8c93b15353b062247e14cd7378.jpg,image/jpeg;charset=UTF-8
003 - 173 - Gustav the Giant - Terror of the Kingdom.jpg,downloaded,3,173,Gustav the Giant - Terror of the Kingdom,full,https://api.lorcana.ravensburger.com/images/en/set3/173_41ad906357fef80d7550cc86660071e9573abd76.jpg,image/jpeg;charset=UTF-8
003 - 174 - Hades - Hotheaded Ruler.jpg,downloaded,3,174,Hades - Hotheaded Ruler,full,https://api.lorcana.ravensburger.com/images/en/set3/174_7b74d10e39cf31109672a49b58611bf4f1567130.jpg,image/jpeg;charset=UTF-8
003 - 175 - Helga Sinclair - Right-Hand Woman.jpg,downloaded,3,175,Helga Sinclair - Right-Hand Woman,full,https://api.lorcana.ravensburger.com/images/en/set3/175_d344af79a8c1a33ba445fe926e5927daeeb5408d.jpg,image/jpeg;charset=UTF-8
003 - 176 - John Silver - Greedy Treasure Seeker.jpg,downloaded,3,176,John Silver - Greedy Treasure Seeker,full,https://api.lorcana.ravensburger.com/images/en/set3/176_c67b098622dcfd0e8e1655e2554addfbb064245c.jpg,image/jpeg;charset=UTF-8
003 - 177 - Kida - Royal Warrior.jpg,downloaded,3,177,Kida - Royal Warrior,full,https://api.lorcana.ravensburger.com/images/en/set3/177_bbc67e105055b1601119d4c73dd6859e8a2a4b51.jpg,image/jpeg;charset=UTF-8
003 - 178 - Little John - Resourceful Outlaw.jpg,downloaded,3,178,Little John - Resourceful Outlaw,full,https://api.lorcana.ravensburger.com/images/en/set3/178_96a6c5725f50f3968b3ba28abeccf924144d4ce2.jpg,image/jpeg;charset=UTF-8
003 - 179 - Little John - Robin's Pal.jpg,downloaded,3,179,Little John - Robin's Pal,full,https://api.lorcana.ravensburger.com/images/en/set3/179_bb337e5265f916f3684e4396e5a695c8caafdd23.jpg,image/jpeg;charset=UTF-8
003 - 180 - Lythos - Rock Titan.jpg,downloaded,3,180,Lythos - Rock Titan,full,https://api.lorcana.ravensburger.com/images/en/set3/180_65906382c5a9ecbdf66b42a0e94271962c57e2e2.jpg,image/jpeg;charset=UTF-8
003 - 181 - Mickey Mouse - Stalwart Explorer.jpg,downloaded,3,181,Mickey Mouse - Stalwart Explorer,full,https://api.lorcana.ravensburger.com/images/en/set3/181_9d54d7c24b8ca502b96db4508e2bbc75b5efc8dc.jpg,image/jpeg;charset=UTF-8
003 - 182 - Mickey Mouse - Trumpeter.jpg,downloaded,3,182,Mickey Mouse - Trumpeter,full,https://api.lorcana.ravensburger.com/images/en/set3/182_30cbe362718bd07653032d87b19a5681887732e7.jpg,image/jpeg;charset=UTF-8
003 - 183 - Minnie Mouse - Funky Spelunker.jpg,downloaded,3,183,Minnie Mouse - Funky Spelunker,full,https://api.lorcana.ravensburger.com/images/en/set3/183_deddd64e87d6ec9deb7bbc10ec76835b77b1d8df.jpg,image/jpeg;charset=UTF-8
003 - 184 - Mr. Smee - Bumbling Mate.jpg,downloaded,3,184,Mr. Smee - Bumbling Mate,full,https://api.lorcana.ravensburger.com/images/en/set3/184_a8f16a643ab83555e16ecfe0ac7a36460c426231.jpg,image/jpeg;charset=UTF-8
003 - 185 - Mufasa - Champion of the Pride Lands.jpg,downloaded,3,185,Mufasa - Champion of the Pride Lands,full,https://api.lorcana.ravensburger.com/images/en/set3/185_dd9a20e61fb92dd20138f0bfa252894111778813.jpg,image/jpeg;charset=UTF-8
003 - 186 - Nala - Fierce Friend.jpg,downloaded,3,186,Nala - Fierce Friend,full,https://api.lorcana.ravensburger.com/images/en/set3/186_18d182df9bbc1d605d8fdf8e26e726e23f37b815.jpg,image/jpeg;charset=UTF-8
003 - 187 - Pyros - Lava Titan.jpg,downloaded,3,187,Pyros - Lava Titan,full,https://api.lorcana.ravensburger.com/images/en/set3/187_8b0f16b5df49f99b108829d93f9f0e0ffb41f9c7.jpg,image/jpeg;charset=UTF-8
003 - 188 - Razoul - Palace Guard.jpg,downloaded,3,188,Razoul - Palace Guard,full,https://api.lorcana.ravensburger.com/images/en/set3/188_63390f37aa70f9c0c710d74264703cb5dc80f2d7.jpg,image/jpeg;charset=UTF-8
003 - 189 - Robin Hood - Beloved Outlaw.jpg,downloaded,3,189,Robin Hood - Beloved Outlaw,full,https://api.lorcana.ravensburger.com/images/en/set3/189_05b50f56b53ceec9a7a5983d5f819cef6a7d61f6.jpg,image/jpeg;charset=UTF-8
003 - 190 - Robin Hood - Champion of Sherwood.jpg,downloaded,3,190,Robin Hood - Champion of Sherwood,full,https://api.lorcana.ravensburger.com/images/en/set3/190_c4c13d2d977defa977bc80713ae97f538f379b04.jpg,image/jpeg;charset=UTF-8
003 - 191 - Sheriff of Nottingham - Corrupt Official.jpg,downloaded,3,191,Sheriff of Nottingham - Corrupt Official,full,https://api.lorcana.ravensburger.com/images/en/set3/191_b80ec7293983b7aa15ad87eb0cea509d3a418400.jpg,image/jpeg;charset=UTF-8
003 - 192 - Simba - Fighting Prince.jpg,downloaded,3,192,Simba - Fighting Prince,full,https://api.lorcana.ravensburger.com/images/en/set3/192_a5e46675ca8ec87ebc0b916d68b3f4dffbef8499.jpg,image/jpeg;charset=UTF-8
003 - 193 - Simba - Rightful King.jpg,downloaded,3,193,Simba - Rightful King,full,https://api.lorcana.ravensburger.com/images/en/set3/193_324b276eac90454549e859c3a1a926304cd48741.jpg,image/jpeg;charset=UTF-8
003 - 194 - Thaddeus E. Klang - Metallic Leader.jpg,downloaded,3,194,Thaddeus E. Klang - Metallic Leader,full,https://api.lorcana.ravensburger.com/images/en/set3/194_932f2009c09fe771001adce8bf96f5b849405a4e.jpg,image/jpeg;charset=UTF-8
003 - 195 - And Then Along Came Zeus.jpg,downloaded,3,195,And Then Along Came Zeus,full,https://api.lorcana.ravensburger.com/images/en/set3/195_27cf22954cc9b1e26e89e046099ddd84f03c8b61.jpg,image/jpeg;charset=UTF-8
003 - 196 - Ba-Boom!.jpg,downloaded,3,196,Ba-Boom!,full,https://api.lorcana.ravensburger.com/images/en/set3/196_ea159a64d7159539b7f50ef17e4d56434e26b068.jpg,image/jpeg;charset=UTF-8
003 - 197 - Olympus Would Be That Way.jpg,downloaded,3,197,Olympus Would Be That Way,full,https://api.lorcana.ravensburger.com/images/en/set3/197_f52e87545954923d648064c1689a197e280cfbf1.jpg,image/jpeg;charset=UTF-8
003 - 198 - Rise of the Titans.jpg,downloaded,3,198,Rise of the Titans,full,https://api.lorcana.ravensburger.com/images/en/set3/198_17e1931b61c809e90c154877fdd0e0cefe8d3760.jpg,image/jpeg;charset=UTF-8
003 - 199 - Captain Hook's Rapier.jpg,downloaded,3,199,Captain Hook's Rapier,full,https://api.lorcana.ravensburger.com/images/en/set3/199_06785880a17b833d75fffad298d3a6dd9660f97d.jpg,image/jpeg;charset=UTF-8
003 - 200 - Gizmosuit.jpg,downloaded,3,200,Gizmosuit,full,https://api.lorcana.ravensburger.com/images/en/set3/200_c6b64f8b53796b672f263aa063dd6e1a1a1b0ea7.jpg,image/jpeg;charset=UTF-8
003 - 201 - Map of Treasure Planet.jpg,downloaded,3,201,Map of Treasure Planet,full,https://api.lorcana.ravensburger.com/images/en/set3/201_9cc66b1359ba373ad573519c057a4f2de39af993.jpg,image/jpeg;charset=UTF-8
003 - 202 - Maui's Place of Exile - Hidden Island.jpg,downloaded,3,202,Maui's Place of Exile - Hidden Island,full,https://api.lorcana.ravensburger.com/images/en/set3/202_d072accaa054a377f73a348d9976df8a36c51e93.jpg,image/jpeg;charset=UTF-8
003 - 203 - Nottingham - Prince John's Castle.jpg,downloaded,3,203,Nottingham - Prince John's Castle,full,https://api.lorcana.ravensburger.com/images/en/set3/203_9213aa958fbb36cb6d71e02b0f5e5d62f91d3255.jpg,image/jpeg;charset=UTF-8
003 - 204 - The Bayou - Mysterious Swamp.jpg,downloaded,3,204,The Bayou - Mysterious Swamp,full,https://api.lorcana.ravensburger.com/images/en/set3/204_92e63ae74203a16c05180e5f51bde5306b734a10.jpg,image/jpeg;charset=UTF-8
003 - 205 - Chernabog - Evildoer.jpg,downloaded,3,205,Chernabog - Evildoer,full,https://api.lorcana.ravensburger.com/images/en/set3/205_40561fbb84c552efe01b6325c269ab9362cf528b.jpg,image/jpeg;charset=UTF-8
003 - 206 - Kida - Protector of Atlantis.jpg,downloaded,3,206,Kida - Protector of Atlantis,full,https://api.lorcana.ravensburger.com/images/en/set3/206_874a6f2db637b4ff868efc407adf09d63ea7c058.jpg,image/jpeg;charset=UTF-8
003 - 207 - Pride Lands - Pride Rock.jpg,downloaded,3,207,Pride Lands - Pride Rock,full,https://api.lorcana.ravensburger.com/images/en/set3/207_030ceda861ef69b97ce6fcd848e081911792408c.jpg,image/jpeg;charset=UTF-8
003 - 208 - Jafar - Striking Illusionist.jpg,downloaded,3,208,Jafar - Striking Illusionist,full,https://api.lorcana.ravensburger.com/images/en/set3/208_d13af4d1e525c33d5d27f6212ebf47f4bbd3eb9b.jpg,image/jpeg;charset=UTF-8
003 - 209 - Maleficent - Mistress of All Evil.jpg,downloaded,3,209,Maleficent - Mistress of All Evil,full,https://api.lorcana.ravensburger.com/images/en/set3/209_029d3489e1259c2f3eed6d407836633496e6ba4a.jpg,image/jpeg;charset=UTF-8
003 - 210 - The Sorcerer's Hat.jpg,downloaded,3,210,The Sorcerer's Hat,full,https://api.lorcana.ravensburger.com/images/en/set3/210_e73eb2637716c38c5002560b81c5fb75956d027a.jpg,image/jpeg;charset=UTF-8
003 - 211 - Morph - Space Goo.jpg,downloaded,3,211,Morph - Space Goo,full,https://api.lorcana.ravensburger.com/images/en/set3/211_5e4e75f4eaff01598d71860524a9b0ace4a48bec.jpg,image/jpeg;charset=UTF-8
003 - 212 - Ursula - Deceiver of All.jpg,downloaded,3,212,Ursula - Deceiver of All,full,https://api.lorcana.ravensburger.com/images/en/set3/212_d06e2c2d5fa64920e072bba29e91f7fe1087f5cb.jpg,image/jpeg;charset=UTF-8
003 - 213 - Kuzco's Palace - Home of the Emperor.jpg,downloaded,3,213,Kuzco's Palace - Home of the Emperor,full,https://api.lorcana.ravensburger.com/images/en/set3/213_82d560c154c3f6fd1c7252c74e8504dc29aa2fd8.jpg,image/jpeg;charset=UTF-8
003 - 214 - Captain Hook - Master Swordsman.jpg,downloaded,3,214,Captain Hook - Master Swordsman,full,https://api.lorcana.ravensburger.com/images/en/set3/214_38a70821a10bb6201555b037986ecb886eb99481.jpg,image/jpeg;charset=UTF-8
003 - 215 - Peter Pan - Pirate's Bane.jpg,downloaded,3,215,Peter Pan - Pirate's Bane,full,https://api.lorcana.ravensburger.com/images/en/set3/215_0646084b0ffc61f897e00bfa98fbbed170201d5e.jpg,image/jpeg;charset=UTF-8
003 - 216 - RLS Legacy - Solar Galleon.jpg,downloaded,3,216,RLS Legacy - Solar Galleon,full,https://api.lorcana.ravensburger.com/images/en/set3/216_2039d20f178f740a3ffd256b4546cf7048b9fd8c.jpg,image/jpeg;charset=UTF-8
003 - 217 - Gramma Tala - Spirit of the Ocean.jpg,downloaded,3,217,Gramma Tala - Spirit of the Ocean,full,https://api.lorcana.ravensburger.com/images/en/set3/217_40b443cf6d736a63a32c7202e79ee271ca10cf0a.jpg,image/jpeg;charset=UTF-8
003 - 218 - Scrooge McDuck - Richest Duck in the World.jpg,downloaded,3,218,Scrooge McDuck - Richest Duck in the World,full,https://api.lorcana.ravensburger.com/images/en/set3/218_ba9b416dc682b694e6ef514d1054082695a1855c.jpg,image/jpeg;charset=UTF-8
003 - 219 - Belle's House - Maurice's Workshop.jpg,downloaded,3,219,Belle's House - Maurice's Workshop,full,https://api.lorcana.ravensburger.com/images/en/set3/219_9f5e01ef9d58585a8dfa5075bf5958d74a052240.jpg,image/jpeg;charset=UTF-8
003 - 220 - Mickey Mouse - Trumpeter.jpg,downloaded,3,220,Mickey Mouse - Trumpeter,full,https://api.lorcana.ravensburger.com/images/en/set3/220_0677ddb558001cf2a3f808c5e767afb5f9b0f9e6.jpg,image/jpeg;charset=UTF-8
003 - 221 - Robin Hood - Champion of Sherwood.jpg,downloaded,3,221,Robin Hood - Champion of Sherwood,full,https://api.lorcana.ravensburger.com/images/en/set3/221_61a0d3cde6e1ecaa78d63d0e779ef67bba8d974d.jpg,image/jpeg;charset=UTF-8
003 - 222 - And Then Along Came Zeus.jpg,downloaded,3,222,And Then Along Came Zeus,full,https://api.lorcana.ravensburger.com/images/en/set3/222_9ba9b8aa79bfebd3856edbb735a825ebd7a3281d.jpg,image/jpeg;charset=UTF-8
003 - 223 - Piglet - Pooh Pirate Captain.jpg,downloaded,3,223,Piglet - Pooh Pirate Captain,full,https://api.lorcana.ravensburger.com/images/en/set3/223_804ddafdc1980d900ec0e9facdf8d35325165ce6.jpg,image/jpeg;charset=UTF-8
004 - 1 - Agustin Madrigal - Clumsy Dad.jpg,downloaded,4,1,Agustin Madrigal - Clumsy Dad,full,https://api.lorcana.ravensburger.com/images/en/set4/1_f87864076f72760374435808ea620cc42e43f8a9.jpg,image/jpeg;charset=UTF-8
004 - 2 - Alma Madrigal - Family Matriarch.jpg,downloaded,4,2,Alma Madrigal - Family Matriarch,full,https://api.lorcana.ravensburger.com/images/en/set4/2_9a959522a1d5a83fb0ba56e61e957173fe76df6a.jpg,image/jpeg;charset=UTF-8
004 - 3 - Ariel - Singing Mermaid.jpg,downloaded,4,3,Ariel - Singing Mermaid,full,https://api.lorcana.ravensburger.com/images/en/set4/3_ce07b5c5b1e4eb75eb20c5e67a4769b9b003689d.jpg,image/jpeg;charset=UTF-8
004 - 4 - Bruno Madrigal - Undetected Uncle.jpg,downloaded,4,4,Bruno Madrigal - Undetected Uncle,full,https://api.lorcana.ravensburger.com/images/en/d23/4_830c56df482cafcb991b97b1cca0f4d0f95d0ab7.jpg,image/jpeg;charset=UTF-8
004 - 4 - Cinderella - Melody Weaver.jpg,downloaded,4,4,Cinderella - Melody Weaver,full,https://api.lorcana.ravensburger.com/images/en/set4/4_7c5a22f69a9b61ceaeb65ebda1a2fca4c64b598f.jpg,image/jpeg;charset=UTF-8
004 - 5 - Cogsworth - Majordomo.jpg,downloaded,4,5,Cogsworth - Majordomo,full,https://api.lorcana.ravensburger.com/images/en/set4/5_bc404ad812410f07dbbf6d072f5963b574107840.jpg,image/jpeg;charset=UTF-8
004 - 6 - Daisy Duck - Lovely Lady.jpg,downloaded,4,6,Daisy Duck - Lovely Lady,full,https://api.lorcana.ravensburger.com/images/en/set4/6_aae11dae89614a880e1c0b21e3a9c46bca891e63.jpg,image/jpeg;charset=UTF-8
004 - 7 - Daisy Duck - Musketeer Spy.jpg,downloaded,4,7,Daisy Duck - Musketeer Spy,full,https://api.lorcana.ravensburger.com/images/en/set4/7_ef3fe0b220655b197adf417a31e750041ded7717.jpg,image/jpeg;charset=UTF-8
004 - 7 - Mickey Mouse - Playful Sorcerer.jpg,downloaded,4,7,Mickey Mouse - Playful Sorcerer,full,https://api.lorcana.ravensburger.com/images/en/d23/7_d0fae8f0caf6fd33b168a61b95d51e2fb15d584d.jpg,image/jpeg;charset=UTF-8
004 - 8 - Donald Duck - Musketeer Soldier.jpg,downloaded,4,8,Donald Duck - Musketeer Soldier,full,https://api.lorcana.ravensburger.com/images/en/set4/8_fed4dbf24c534622e9b7d82f80c3f1349657d93f.jpg,image/jpeg;charset=UTF-8
004 - 9 - Félix Madrigal - Fun-Loving Family Man.jpg,downloaded,4,9,Félix Madrigal - Fun-Loving Family Man,full,https://api.lorcana.ravensburger.com/images/en/set4/9_1a7025bdde66e60740ca5a1bdda6c7977b3f4e7c.jpg,image/jpeg;charset=UTF-8
004 - 10 - Gaston - Despicable Dealer.jpg,downloaded,4,10,Gaston - Despicable Dealer,full,https://api.lorcana.ravensburger.com/images/en/set4/10_e0ad94e4947670f581813fa336ddd0eeef2c5e17.jpg,image/jpeg;charset=UTF-8
004 - 11 - Golden Harp - Enchanter of the Land.jpg,downloaded,4,11,Golden Harp - Enchanter of the Land,full,https://api.lorcana.ravensburger.com/images/en/set4/11_8b49ae77a9957152a5a236b0c2c38fd940592c7e.jpg,image/jpeg;charset=UTF-8
004 - 12 - Goofy - Musketeer Swordsman.jpg,downloaded,4,12,Goofy - Musketeer Swordsman,full,https://api.lorcana.ravensburger.com/images/en/set4/12_2d77913504333887280650acf796f0e1410ea40f.jpg,image/jpeg;charset=UTF-8
004 - 13 - Julieta Madrigal - Excellent Cook.jpg,downloaded,4,13,Julieta Madrigal - Excellent Cook,full,https://api.lorcana.ravensburger.com/images/en/set4/13_078f27880f8df17d0353628d9fba420fa444bfe4.jpg,image/jpeg;charset=UTF-8
004 - 14 - Max - Loyal Sheepdog.jpg,downloaded,4,14,Max - Loyal Sheepdog,full,https://api.lorcana.ravensburger.com/images/en/set4/14_f965352789e3fc998e28092d4d8fcb3e8b782d50.jpg,image/jpeg;charset=UTF-8
004 - 15 - Donald Duck - Buccaneer.jpg,downloaded,4,15,Donald Duck - Buccaneer,full,https://api.lorcana.ravensburger.com/images/en/promo3/15_8d7f8b4314c572ae2d910f68082ad96059f4a297.jpg,image/jpeg;charset=UTF-8
004 - 15 - Mickey Mouse - Leader of the Band.jpg,downloaded,4,15,Mickey Mouse - Leader of the Band,full,https://api.lorcana.ravensburger.com/images/en/set4/15_b9e08956c01ea797ce1a65809628a72ca29f87f2.jpg,image/jpeg;charset=UTF-8
004 - 16 - Mickey Mouse - Musketeer Captain.jpg,downloaded,4,16,Mickey Mouse - Musketeer Captain,full,https://api.lorcana.ravensburger.com/images/en/set4/16_5325a8f6c261c23a290337359ebd659b00a98194.jpg,image/jpeg;charset=UTF-8
004 - 17 - Minnie Mouse - Musketeer Champion.jpg,downloaded,4,17,Minnie Mouse - Musketeer Champion,full,https://api.lorcana.ravensburger.com/images/en/set4/17_988bf1074c98df486d46284398df243d858fa6c2.jpg,image/jpeg;charset=UTF-8
004 - 18 - Mirabel Madrigal - Gift of the Family.jpg,downloaded,4,18,Mirabel Madrigal - Gift of the Family,full,https://api.lorcana.ravensburger.com/images/en/set4/18_511a3648909b2b51e137c2503bb8f89f8dc8a905.jpg,image/jpeg;charset=UTF-8
004 - 19 - Mirabel Madrigal - Prophecy Finder.jpg,downloaded,4,19,Mirabel Madrigal - Prophecy Finder,full,https://api.lorcana.ravensburger.com/images/en/set4/19_312b812c15b9433accd3f16f0b529e82e6410b3f.jpg,image/jpeg;charset=UTF-8
004 - 20 - Pluto - Rescue Dog.jpg,downloaded,4,20,Pluto - Rescue Dog,full,https://api.lorcana.ravensburger.com/images/en/set4/20_233e674f80861b52c9c66796535b1e8a303bf358.jpg,image/jpeg;charset=UTF-8
004 - 21 - Prince Eric - Seafaring Prince.jpg,downloaded,4,21,Prince Eric - Seafaring Prince,full,https://api.lorcana.ravensburger.com/images/en/set4/21_236d639566783a58466312927b70c0e29b036a2b.jpg,image/jpeg;charset=UTF-8
004 - 22 - Prince Eric - Ursula's Groom.jpg,downloaded,4,22,Prince Eric - Ursula's Groom,full,https://api.lorcana.ravensburger.com/images/en/set4/22_2f80d272cb2815edfdfb16fb763cb397072ed3de.jpg,image/jpeg;charset=UTF-8
004 - 23 - Stitch - Alien Dancer.jpg,downloaded,4,23,Stitch - Alien Dancer,full,https://api.lorcana.ravensburger.com/images/en/set4/23_854e6c4ea6f9fb3a5e56b99be5332ff46048c545.jpg,image/jpeg;charset=UTF-8
004 - 24 - Ursula - Eric's Bride.jpg,downloaded,4,24,Ursula - Eric's Bride,full,https://api.lorcana.ravensburger.com/images/en/set4/24_acbb9fe133d2ca7a1489bc26fae295e77ccaa868.jpg,image/jpeg;charset=UTF-8
004 - 25 - Ursula - Vanessa.jpg,downloaded,4,25,Ursula - Vanessa,full,https://api.lorcana.ravensburger.com/images/en/set4/25_873e1ce5bae12e748caba45fa68bd467b0e7fba8.jpg,image/jpeg;charset=UTF-8
004 - 26 - Bruno's Return.jpg,downloaded,4,26,Bruno's Return,full,https://api.lorcana.ravensburger.com/images/en/set4/26_a8fc4bb67fc426976d02ae38834b7e3e7050bf31.jpg,image/jpeg;charset=UTF-8
004 - 27 - First Aid.jpg,downloaded,4,27,First Aid,full,https://api.lorcana.ravensburger.com/images/en/set4/27_12f51f5fb00b6be9e3ca83d894bd3ae7a0f0c6c7.jpg,image/jpeg;charset=UTF-8
004 - 28 - Look at This Family.jpg,downloaded,4,28,Look at This Family,full,https://api.lorcana.ravensburger.com/images/en/set4/28_23b29e8fe3177d1ccd3338082522426ee968e253.jpg,image/jpeg;charset=UTF-8
004 - 29 - Lost in the Woods.jpg,downloaded,4,29,Lost in the Woods,full,https://api.lorcana.ravensburger.com/images/en/set4/29_d17466fe447bfc96e11a391aaec918f0962d02ea.jpg,image/jpeg;charset=UTF-8
004 - 30 - Sign the Scroll.jpg,downloaded,4,30,Sign the Scroll,full,https://api.lorcana.ravensburger.com/images/en/set4/30_f5fe7332d6f7c4a144483a82379c1e3b26042b4d.jpg,image/jpeg;charset=UTF-8
004 - 31 - Miracle Candle.jpg,downloaded,4,31,Miracle Candle,full,https://api.lorcana.ravensburger.com/images/en/set4/31_53a87fd78e3b81153747bcbe78f2bb1cc4c15b53.jpg,image/jpeg;charset=UTF-8
004 - 32 - Record Player.jpg,downloaded,4,32,Record Player,full,https://api.lorcana.ravensburger.com/images/en/set4/32_92ebde1cfe024a9a325670b3ad3f0becc1c0cb6f.jpg,image/jpeg;charset=UTF-8
004 - 33 - Atlantica - Concert Hall.jpg,downloaded,4,33,Atlantica - Concert Hall,full,https://api.lorcana.ravensburger.com/images/en/set4/33_178cc2d193182fccf9304ea7770a4f6d6a916792.jpg,image/jpeg;charset=UTF-8
004 - 34 - Mickey Mouse - Leader of the Band.jpg,downloaded,4,34,Mickey Mouse - Leader of the Band,full,https://api.lorcana.ravensburger.com/images/en/promo1/34_9dae1c8c35943abcabf009d32482601d3ef9a869.jpg,image/jpeg;charset=UTF-8
004 - 34 - The Underworld - River Styx.jpg,downloaded,4,34,The Underworld - River Styx,full,https://api.lorcana.ravensburger.com/images/en/set4/34_ee6606add8687715452e7a17270ae7814b9fbe47.jpg,image/jpeg;charset=UTF-8
004 - 35 - Antonio Madrigal - Animal Expert.jpg,downloaded,4,35,Antonio Madrigal - Animal Expert,full,https://api.lorcana.ravensburger.com/images/en/set4/35_3c0737d043d38867a100cc6c2c5f704988c74a06.jpg,image/jpeg;charset=UTF-8
004 - 35 - Ursula's Lair - Eye of the Storm.jpg,downloaded,4,35,Ursula's Lair - Eye of the Storm,full,https://api.lorcana.ravensburger.com/images/en/promo1/35_adc777e002d92bf953458dd05e4a47a5eec688b1.jpg,image/jpeg;charset=UTF-8
004 - 36 - Belle - Accomplished Mystic.jpg,downloaded,4,36,Belle - Accomplished Mystic,full,https://api.lorcana.ravensburger.com/images/en/set4/36_66f51e2ad57502d131d259db472b0d782a04d052.jpg,image/jpeg;charset=UTF-8
004 - 36 - Hidden Inkcaster.jpg,downloaded,4,36,Hidden Inkcaster,full,https://api.lorcana.ravensburger.com/images/en/promo1/36_ae193728bbcdcf6b8bb36a07fc312ec1aa947083.jpg,image/jpeg;charset=UTF-8
004 - 37 - Belle - Untrained Mystic.jpg,downloaded,4,37,Belle - Untrained Mystic,full,https://api.lorcana.ravensburger.com/images/en/set4/37_2b82f4c3af98de1aca97d55c9391bc6962892cad.jpg,image/jpeg;charset=UTF-8
004 - 37 - Mulan - Enemy of Entanglement.jpg,downloaded,4,37,Mulan - Enemy of Entanglement,full,https://api.lorcana.ravensburger.com/images/en/promo1/37_953b47eac8d2924c9f8a7aef9e268ddf7a23715b.jpg,image/jpeg;charset=UTF-8
004 - 38 - Bruno Madrigal - Out of the Shadows.jpg,downloaded,4,38,Bruno Madrigal - Out of the Shadows,full,https://api.lorcana.ravensburger.com/images/en/set4/38_1eaeea91a6e4f5c470948c16e5818b461e13d6cb.jpg,image/jpeg;charset=UTF-8
004 - 38 - Ursula - Sea Witch Queen.jpg,downloaded,4,38,Ursula - Sea Witch Queen,full,https://api.lorcana.ravensburger.com/images/en/promo1/38_d4c1872d4be701b074bf36b812b6a7d913cd0744.jpg,image/jpeg;charset=UTF-8
004 - 39 - Bruno Madrigal - Undetected Uncle.jpg,downloaded,4,39,Bruno Madrigal - Undetected Uncle,full,https://api.lorcana.ravensburger.com/images/en/set4/39_65130bea04b83e45d78299fa080ef9b41a1c18ca.jpg,image/jpeg;charset=UTF-8
004 - 40 - Camilo Madrigal - Prankster.jpg,downloaded,4,40,Camilo Madrigal - Prankster,full,https://api.lorcana.ravensburger.com/images/en/set4/40_31cf038ba0617657f860acb1dd4fb1185f0916ba.jpg,image/jpeg;charset=UTF-8
004 - 40 - Flotsam & Jetsam - Entangling Eels.jpg,downloaded,4,40,Flotsam & Jetsam - Entangling Eels,full,https://api.lorcana.ravensburger.com/images/en/promo1/40_453a4b21074eb029138e74e81d7a5ebc036707c7.jpg,image/jpeg;charset=UTF-8
004 - 41 - Belle - Accomplished Mystic.jpg,downloaded,4,41,Belle - Accomplished Mystic,full,https://api.lorcana.ravensburger.com/images/en/promo3/41_f8ff787532a72898c1b75f24acc5b431ae68da59.jpg,image/jpeg;charset=UTF-8
004 - 41 - Dolores Madrigal - Easy Listener.jpg,downloaded,4,41,Dolores Madrigal - Easy Listener,full,https://api.lorcana.ravensburger.com/images/en/set4/41_3660e42c183b4c225f09f27c229edd9ed009f19c.jpg,image/jpeg;charset=UTF-8
004 - 42 - Elsa - Storm Chaser.jpg,downloaded,4,42,Elsa - Storm Chaser,full,https://api.lorcana.ravensburger.com/images/en/set4/42_81ecffec6d3b110eb5327d2a8ae2ddaaaf7ab298.jpg,image/jpeg;charset=UTF-8
004 - 43 - Flotsam - Ursula's - Baby.jpg,downloaded,4,43,"Flotsam - Ursula's ""Baby""",full,https://api.lorcana.ravensburger.com/images/en/set4/43_ecd848fb412bf586fc32afccf886ed9531ff6d37.jpg,image/jpeg;charset=UTF-8
004 - 44 - Flotsam & Jetsam - Entangling Eels.jpg,downloaded,4,44,Flotsam & Jetsam - Entangling Eels,full,https://api.lorcana.ravensburger.com/images/en/set4/44_7cf0030e12a95755e5c405650595b2e09b91bedb.jpg,image/jpeg;charset=UTF-8
004 - 45 - Isabela Madrigal - Golden Child.jpg,downloaded,4,45,Isabela Madrigal - Golden Child,full,https://api.lorcana.ravensburger.com/images/en/set4/45_2765b15c9afef4a230dd0968241a0825c53cb93e.jpg,image/jpeg;charset=UTF-8
004 - 46 - Jetsam - Ursula's - Baby.jpg,downloaded,4,46,"Jetsam - Ursula's ""Baby""",full,https://api.lorcana.ravensburger.com/images/en/set4/46_3ef63f434becd261bacbba2378d754bb6fda956e.jpg,image/jpeg;charset=UTF-8
004 - 47 - Luisa Madrigal - Magically Strong One.jpg,downloaded,4,47,Luisa Madrigal - Magically Strong One,full,https://api.lorcana.ravensburger.com/images/en/set4/47_ac6a0fa89c9e287cf70852e696b294764ec2c229.jpg,image/jpeg;charset=UTF-8
004 - 48 - Magic Broom - Illuminary Keeper.jpg,downloaded,4,48,Magic Broom - Illuminary Keeper,full,https://api.lorcana.ravensburger.com/images/en/set4/48_874156ea274894d1d051f8d068d7f3316010b587.jpg,image/jpeg;charset=UTF-8
